revision,Meta Class,Meta Concept,Meta Description,envisionName,nwName,format,flags,nullTokens,failureKey,failureMapping,ecsName,Proposed,nbOccurrences,shortMeta,name_noDot, old ecsType,extra ecs
1,,,,sburb,,,,,,,rsa.misc.sburb,,1,misc,sburb,keyword
1,,,,sdomain_fld,,,,,,,rsa.misc.sdomain_fld,,1,misc,sdomain_fld,keyword
1,,,,sec,,,,,,,rsa.misc.sec,,1,misc,sec,keyword
1,,,,sensorname,,,,,,,rsa.misc.sensorname,,1,misc,sensorname,keyword
1,,,,seqnum,,,,,,,rsa.misc.seqnum,,1,misc,seqnum,keyword
1,,,,session,,,,,,,rsa.misc.session,,1,misc,session,keyword
1,,,,sessiontype,,,,,,,rsa.misc.sessiontype,,1,misc,sessiontype,keyword
1,,,,sigUUID,,,,,,,rsa.misc.sigUUID,,1,misc,sigUUID,keyword
1,,,,spi,,,,,,,rsa.misc.spi,,1,misc,spi,keyword
1,,,,srcburb,,,,,,,rsa.misc.srcburb,,1,misc,srcburb,keyword
1,,,,srcdom,,,,,,,rsa.misc.srcdom,,1,misc,srcdom,keyword
1,,,,srcservice,,,,,,,rsa.misc.srcservice,,1,misc,srcservice,keyword
1,,,,state,,,,,,,rsa.misc.state,,1,misc,state,keyword
1,,,,status1,,,,,,,rsa.misc.status1,,1,misc,status1,keyword
1,,,,svcno,,,,,,,rsa.misc.svcno,,1,misc,svcno,keyword
1,,,,system,,,,,,,rsa.misc.system,,1,misc,system,keyword
1,,,,tbdstr1,,,,,,,rsa.misc.tbdstr1,,1,misc,tbdstr1,keyword
1,,,,tgtdom,,,,,,,rsa.misc.tgtdom,,1,misc,tgtdom,keyword
1,,,,tgtdomain,,,,,,,rsa.misc.tgtdomain,,1,misc,tgtdomain,keyword
1,,,,threshold,,,,,,,rsa.misc.threshold,,1,misc,threshold,keyword
1,,,,type1,,,,,,,rsa.misc.type1,,1,misc,type1,keyword
1,,,,udb_class,,,,,,,rsa.misc.udb_class,,1,misc,udb_class,keyword
1,,,,url_fld,,,,,,,rsa.misc.url_fld,,1,misc,url_fld,keyword
1,,,,user_div,,,,,,,rsa.misc.user_div,,1,misc,user_div,keyword
1,,,,userid,,,,,,,rsa.misc.userid,,1,misc,userid,keyword
1,,,,username_fld,,,,,,,rsa.misc.username_fld,,1,misc,username_fld,keyword
1,,,,utcstamp,,,,,,,rsa.misc.utcstamp,,1,misc,utcstamp,keyword
1,,,,v_instafname,,,,,,,rsa.misc.v_instafname,,1,misc,v_instafname,keyword
1,,,,virt_data,,,,,,,rsa.misc.virt_data,,1,misc,virt_data,keyword
1,,,,vpnid,,,,,,,rsa.misc.vpnid,,1,misc,vpnid,keyword
1,,,,web_extension_tmp,,,,,,,rsa.web.web_extension_tmp,,1,web,web_extension_tmp,keyword
1,,,,web_page,,,,,,,rsa.web.web_page,,1,web,web_page,keyword
1,,,,alias.host,alias.host,Text,None,N/A,,,rsa.network.alias_host,,0,network,alias_host,keyword
1,,,,workstation,alias.host,Text,None,,,,rsa.network.alias_host,,0,network,alias_host,keyword
1,Network,IP Aliases,This key should be used when the source/destination/local/remote context of an IPv4 address is not clear,devicehostip,alias.ip,IPv4,None,,,,host.ip,,0,network,alias_ip,ip
1,,,,alias.ip,alias.ip,IPv4,None,,alias.ipv6,alias.ipv6,host.ip,,0,network,alias_ip,ip
1,Network,IPv6 Aliases,This key should be used when the source or destination context of an IPv6 address is not clear,alias.ipv6,alias.ipv6,IPv6,None,,alias.host,alias.host,host.ip,,0,network,alias_ipv6,ip
1,Network,MAC Address Generic,This key should be used when the source or destination context of a Mac Address is not clear,devicehostmac,alias.mac,MAC,None,,,,host.mac,,0,network,alias_mac,keyword
1,,,,alias.mac,alias.mac,MAC,None,,,,host.mac,,0,network,alias_mac,keyword
1,Investigations,File Analysis,This is used to capture all indicators used in a File Analysis. This key should be used to capture an analysis of a file,analysis.file,analysis.file,Text,None,,,,rsa.investigations.analysis_file,,0,investigations,analysis_file,keyword
1,Investigations,Service Analysis,This is used to capture all indicators used in a Service Analysis. This key should be used to capture an analysis of a service,analysis.service,analysis.service,Text,None,,,,rsa.investigations.analysis_service,,0,investigations,analysis_service,keyword
1,Investigations,Session Analysis,This is used to capture all indicators used for a Session Analysis. This key should be used to capture an analysis of a session,analysis.session,analysis.session,Text,None,,,,rsa.investigations.analysis_session,,0,investigations,analysis_session,keyword
1,Miscellaneous,Autorun Type,This is used to capture Auto Run type,autorun_type,autorun.type,Text,None,,,,rsa.misc.autorun_type,,0,misc,autorun_type,keyword
1,Investigations,Behaviors of Compromise,This is used to capture behaviour of compromise,boc,boc,Text,None,,,,rsa.investigations.boc,,0,investigations,boc,keyword
1,Miscellaneous,Credit Card Number,Valid Credit Card Numbers only,cc.number,cc.number,Int32,Transient,,,,rsa.misc.cc_number,,0,misc,cc_number,integer
1,Web,Country Code Top level domain,This key captures Country Top Level Domain extracted from a URL,cctld,cctld,Text,Transient,,,,url.top_level_domain,,0,web,cctld,keyword
1,Cryptography,Certificate Authority,This key is used to capture the Certificate signing authority only,cert_ca,cert.ca,Text,None,,,,rsa.crypto.cert_ca,,0,crypto,cert_ca,keyword
1,Cryptography,Certificate Common Name,This key is used to capture the Certificate common name only,cert_common,cert.common,Text,None,,,,rsa.crypto.cert_common,,0,crypto,cert_common,keyword
1,,Child Pid Value,"Deprecated, use process.id.val",child_pid_val,child.pid.val,Text,Transient,,,,process.title,,0,misc,child_pid_val,keyword
1,Reserved,Concentrator Source,"This is the unique identifier used to identify a NetWitness Concentrator. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",cid,cid,Text,Transient,,,,rsa.internal.cid,,0,internal,cid,keyword
1,Physical,Destination City,This is used to capture the destination City location based on the GEOPIP Maxmind database.,city.dst,city.dst,Text,Transient,,,,destination.geo.city_name,,0,physical,city_dst,keyword
1,Physical,Source City,This is used to capture the source City location based on the GEOPIP Maxmind database.,city.src,city.src,Text,Transient,,,,source.geo.city_name,,0,physical,city_src,keyword
1,Miscellaneous,Content Type,This key captures the content type from protocol headers,content,content,Text,Transient,,,,rsa.misc.content,,0,misc,content,keyword
1,Counters,Device class Ratio 2 Description,This is a generic ratio string key that should be used with the label dclass.r2 only,dclass_ratio2_string,dclass.r2.str,Text,Transient,,,,rsa.counters.dclass_r2_str,,0,counters,dclass_r2_str,keyword
1,Counters,Device class Ratio 3 Description,This is a generic ratio string key that should be used with the label dclass.r3 only,dclass_ratio3_string,dclass.r3.str,Text,Transient,,,,rsa.counters.dclass_r3_str,,0,counters,dclass_r3_str,keyword
1,Reserved,Device Class,"This is the Classification of the Log Event Source under a predefined fixed set of Event Source Classifications. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",device.class,device.class,Text,None,,,,rsa.internal.device_class,,0,internal,device_class,keyword
1,Reserved,Event Source Group,"This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",device.group,device.group,Text,None,,,,rsa.internal.device_group,,0,internal,device_group,keyword
1,Reserved,Device Host,"This is the Hostname of the log Event Source sending the logs to NetWitness. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",device.host,device.host,Text,None,,,,rsa.internal.device_host,,0,internal,device_host,keyword
1,Reserved,Device IP,"This is the IPv4 address of the Log Event Source sending the logs to NetWitness. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",device.ip,device.ip,IPv4,None,,,,rsa.internal.device_ip,,0,internal,device_ip,ip
1,Reserved,Device IPv6,"This is the IPv6 address of the Log Event Source sending the logs to NetWitness. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",device.ipv6,device.ipv6,IPv6,None,,,,rsa.internal.device_ipv6,,0,internal,device_ipv6,ip
1,Reserved,Device Type,"This is the name of the log parser which parsed a given session. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",device.type,device.type,Text,None,,,,rsa.internal.device_type,,0,internal,device_type,keyword
1,,,Deprecated key defined only in table map.,device.type.id,device.type.id,Int32,Transient,,,,rsa.internal.device_type_id,,0,internal,device_type_id,integer
1,Reserved,Decoder Source,"This is the unique identifier used to identify a NetWitness Decoder. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",did,did,Text,Transient,,,,rsa.internal.did,,0,internal,did,keyword
1,File,Target File Directory,<span>This key is used to capture the directory of the target process or file</span>,directory.dst,directory.dst,Text,None,,,,rsa.file.directory_dst,,0,file,directory_dst,keyword
1,File,Source File Directory,This key is used to capture the directory of the source process or file,directory.src,directory.src,Text,None,,,,rsa.file.directory_src,,0,file,directory_src,keyword
1,Web,DNS Response Type,This key is used to capture the DNS Response type only,dns.responsetype,dns.responsetype,Text,Transient,,,,dns.answers.type,,0,web,dns_responsetype,keyword
1,Network,Destination Domain,This key should only be used to capture Destination Domain Only.,domain.dst,domain.dst,Text,None,,,,destination.domain,,0,network,domain_dst,keyword
1,Network,Source Domain,This key should only be used to capture Source Domain Only.,domain.src,domain.src,Text,None,,,,source.domain,,0,network,domain_src,keyword
1,Miscellaneous,Employer identification number,Employee Identification Numbers only,ein.number,ein.number,Int32,Transient,,,,rsa.misc.ein_number,,0,misc,ein_number,integer
1,Reserved,Entropy Request,"This key is only used by the Entropy Parser, the Meta Type can be either UInt16 or Float32 based on the configuration",entropy.req,entropy.req,UInt16,Transient,,,,rsa.internal.entropy_req,,0,internal,entropy_req,integer
1,Reserved,Entropy Response,"This key is only used by the Entropy Parser, the Meta Type can be either UInt16 or Float32 based on the configuration",entropy.res,entropy.res,UInt16,Transient,,,,rsa.internal.entropy_res,,0,internal,entropy_res,integer
1,Investigations,Enablers of Compromise,This is used to capture Enablers of Compromise,eoc,eoc,Text,None,,,,rsa.investigations.eoc,,0,investigations,eoc,keyword
1,,,,event.cat,event.cat,UInt32,Transient,,,,rsa.investigations.event_cat,,0,investigations,event_cat,integer
1,,,,event.cat.name,event.cat.name,Text,None,,,,rsa.investigations.event_cat_name,,0,investigations,event_cat_name,keyword
1,,,Deprecated key defined only in table map.,event_name,event.name,Text,None,,,,rsa.internal.event_name,,0,internal,event_name,keyword
1,Time,Expiration time string,This key is used to capture incomplete timestamp that explicitly refers to an expiration.,expiration_time_string,expire.time.str,Text,Transient,,,,rsa.time.expire_time_str,,0,time,expire_time_str,keyword
1,Reserved,Feed Category,"This is used to capture the category of the feed. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",feed.category,feed.category,Text,Transient,,,,rsa.internal.feed_category,,0,internal,feed_category,keyword
1,,,,file.attributes,file.attributes,Text,None,,,,file.attributes,,0,file,file_attributes,keyword
1,File,File Entropy,This is used to capture entropy vale of a file,file_entropy,file.entropy,Float32,None,,,,rsa.file.file_entropy,,0,file,file_entropy,float
1,File,File Vendor,This is used to capture Company name of file located in version_info,file_vendor,file.vendor,Text,None,,,,rsa.file.file_vendor,,0,file,file_vendor,keyword
1,Reserved,Event Relay IPv4 Address,This key should be used to capture the IPV4 address of a relay system which forwarded the events from the original system to NetWitness.,forward.ip,forward.ip,IPv4,None,,,,rsa.internal.forward_ip,,0,internal,forward_ip,ip
1,Reserved,Event Relay IPv6 Address,"This key is used to capture the IPV6 address of a relay system which forwarded the events from the original system to NetWitness. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",forward.ipv6,forward.ipv6,IPv6,None,,,,rsa.internal.forward_ipv6,,0,internal,forward_ipv6,ip
1,Miscellaneous,Found Search,This is used to capture the results of regex match,found,found,Text,Transient,,,,rsa.misc.found,,0,misc,found,keyword
1,Reserved,Header ID,"This is the Header ID value that identifies the exact log parser header definition that parses a particular log session. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",header.id,header.id,Text,None,,,,rsa.internal.header_id,,0,internal,header_id,keyword
1,Network,Hostname Originating,This is used to capture the original hostname in case of a Forwarding Agent or a Proxy in between.,host.orig,host.orig,Text,None,,,,rsa.network.host_orig,,0,network,host_orig,keyword
1,Identity,Host Role,This key should only be used to capture the role of a Host Machine,host_role,host.role,Text,None,,,,rsa.identity.host_role,,0,identity,host_role,keyword
1,Endpoint,Machine State,"This key is used to capture the current state of the machine, such as <strong>blacklisted</strong>, <strong>infected</strong>, <strong>firewall disabled</strong> and so on",host.state,host.state,Text,None,,,,rsa.endpoint.host_state,,0,endpoint,host_state,keyword
1,Investigations,Investigation Category,This used to capture investigation category,inv.category,inv.category,Text,None,,,,rsa.investigations.inv_category,,0,investigations,inv_category,keyword
1,Investigations,Investigation Context,This used to capture investigation context,inv.context,inv.context,Text,None,,,,rsa.investigations.inv_context,,0,investigations,inv_context,keyword
1,Investigations,Indicators of Compromise,This is key capture indicator of compromise,ioc,ioc,Text,None,,,,rsa.investigations.ioc,,0,investigations,ioc,keyword
1,Network,IP Address v4 Translated Destination,This key should only be used when it’s a Destination Translated IP Address,ip.trans.dst,ip.trans.dst,IPv4,None,,,,destination.nat.ip,,0,network,ip_trans_dst,ip
1,Network,IP Address v4 Translated Source,This key should only be used when it’s a Source Translated IP Address,ip.trans.src,ip.trans.src,IPv4,None,,,,source.nat.ip,,0,network,ip_trans_src,ip
1,Network,IP Address v6 Originating,This is used to capture the original systems IPv6 address in case of a Forwarding Agent or a Proxy in between.,ipv6.orig,ipv6.orig,IPv6,None,,host.orig,host.orig,network.forwarded_ip,,0,network,ipv6_orig,ip
1,Miscellaneous,Languages,This is used to capture list of languages the client support and what it prefers,language,language,Text,Transient,,,,rsa.misc.language,,0,misc,language,keyword
1,Reserved,Collector ID,"This is a unique Identifier of a Log Collector. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",lc.cid,lc.cid,Text,None,,,,rsa.internal.lc_cid,,0,internal,lc_cid,keyword
1,Reserved,Log Collector Time,"This is the time at which a log is collected in a NetWitness Log Collector. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",lc.ctime,lc.ctime,TimeT,None,,,,rsa.internal.lc_ctime,,0,internal,lc_ctime,keyword
1,Identity,Ldap Generic,This key is for Uninterpreted LDAP values. Ldap Values that don’t have a clear query or response context,ldap,ldap,Text,Transient,,,,rsa.identity.ldap,,0,identity,ldap,keyword
1,Identity,Ldap search criteria,This key is the Search criteria from an LDAP search,ldap.query,ldap.query,Text,Transient,,,,rsa.identity.ldap_query,,0,identity,ldap_query,keyword
1,Identity,Ldap Responses,This key is to capture Results from an LDAP search,ldap.response,ldap.response,Text,Transient,,,,rsa.identity.ldap_response,,0,identity,ldap_response,keyword
1,Miscellaneous,LifeTime,This key is used to capture the session lifetime in seconds.,lifetime,lifetime,UInt16,Transient,,,,rsa.misc.lifetime,,0,misc,lifetime,integer
1,Miscellaneous,Link to Data,"This key is used to link the sessions together. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",link,link,Text,Transient,,,,rsa.misc.link,,0,misc,link,keyword
1,Physical,Destination Longitude,This is used to capture the destination Longitude based on the GEOPIP Maxmind database.,longdec_dst,longdec.dst,Float32,None,,,,destination.geo.location.lon,,0,physical,longdec_dst,float
1,Miscellaneous,Match Search Item,This key is for regex match name from search.ini,match,match,Text,Transient,,,,rsa.misc.match,,0,misc,match,keyword
1,Reserved,Most Common Byte Request,"This key is only used by the Entropy Parser, the most common byte request is simply which byte for each side (0 thru 255) was seen the most",mcb.req,mcb.req,UInt8,Transient,,,,rsa.internal.mcb_req,,0,internal,mcb_req,integer
1,Reserved,Most Common Byte Response,"This key is only used by the Entropy Parser, the most common byte response is simply which byte for each side (0 thru 255) was seen the most",mcb.res,mcb.res,UInt8,Transient,,,,rsa.internal.mcb_res,,0,internal,mcb_res,integer
1,Reserved,Most Common Byte Count Request,"This key is only used by the Entropy Parser, the most common byte count is the number of times the most common byte (above) was seen in the session streams",mcbc.req,mcbc.req,UInt32,Transient,,,,rsa.internal.mcbc_req,,0,internal,mcbc_req,integer
1,Reserved,Most Common Byte Count Response,"This key is only used by the Entropy Parser, the most common byte count is the number of times the most common byte (above) was seen in the session streams",mcbc.res,mcbc.res,UInt32,Transient,,,,rsa.internal.mcbc_res,,0,internal,mcbc_res,integer
1,Reserved,Medium,"This key is used to identify if it’s a log/packet session or Layer 2 Encapsulation Type. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness. 32 = log, 33 = correlation session, &lt; 32 is packet session",medium,medium,UInt8,Transient,,,,rsa.internal.medium,,0,internal,medium,integer
1,,,Deprecated key defined only in table map.,nodename,node.name,Text,Transient,,,,rsa.internal.node_name,,0,internal,node_name,keyword
1,Reserved,NWE Callback Id,This key denotes that event is endpoint related,nwe.callback_id,nwe.callback_id,Text,None,,,,rsa.internal.nwe_callback_id,,0,internal,nwe_callback_id,keyword
1,,,,org.dst,org.dst,Text,None,,,,rsa.physical.org_dst,,0,physical,org_dst,keyword
1,Physical,Source Organization,This is used to capture the source organization based on the GEOPIP Maxmind database.,org.src,org.src,Text,None,,,,rsa.physical.org_src,,0,physical,org_src,keyword
1,Identity,Owner,"This is used to capture username the process or service is running as, the author of the task",original_owner,owner,Text,None,,,,rsa.identity.owner,,0,identity,owner,keyword
1,Miscellaneous,Target Parameter,This key captures the command line/launch argument of the target process or file,param.dst,param.dst,Text,None,,,,rsa.misc.param_dst,,0,misc,param_dst,keyword
1,Miscellaneous,Source Parameter,This key captures source parameter,param.src,param.src,Text,None,,,,rsa.misc.param_src,,0,misc,param_src,keyword
1,,,Deprecated key defined only in table map.,parent_pid_val,parent.pid.val,Text,Transient,,,,process.parent.title,,0,misc,parent_pid_val,keyword
1,Reserved,Parse Error,"This is a special key that stores any Meta key validation error found while parsing a log session. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",parse.error,parse.error,Text,None,,,,rsa.internal.parse_error,,0,internal,parse_error,keyword
1,Reserved,Payload Request,"This key is only used by the Entropy Parser, the payload size metrics are the payload sizes of each session side at the time of parsing. However, in order to keep",payload.req,payload.req,UInt16,Transient,,,,rsa.internal.payload_req,,0,internal,payload_req,integer
1,Reserved,Payload Response,"This key is only used by the Entropy Parser, the payload size metrics are the payload sizes of each session side at the time of parsing. However, in order to keep",payload.res,payload.res,UInt16,Transient,,,,rsa.internal.payload_res,,0,internal,payload_res,integer
1,Network,Non-Protocol Specific Destination Port,This key should only be used when it’s a Destination Port.,port.dst,port.dst,UInt16,None,,,,destination.port,,0,network,port_dst,long
1,Network,Non-Protocol Specific Source Port,This key should only be used when it’s a Source Port.,port.src,port.src,UInt16,None,,,,source.port,,0,network,port_src,long
1,Network,Port Translated Destination,This key should only be used when it’s a Destination Translated Port Number,port.trans.dst,port.trans.dst,UInt16,None,,,,destination.nat.port,,0,network,port_trans_dst,long
1,Network,Port Translated Source,This key should only be used when it’s a Source Translated Port Number,port.trans.src,port.trans.src,UInt16,None,,,,source.nat.port,,0,network,port_trans_src,long
1,Reserved,Endpoint Target Process ID,Endpoint generates and uses a unique virtual ID to identify any similar group of process. This ID represents the target process.,process.vid.dst,process.vid.dst,Text,None,,,,rsa.internal.process_vid_dst,,0,internal,process_vid_dst,keyword
1,Reserved,Endpoint Source Process ID,Endpoint generates and uses a unique virtual ID to identify any similar group of process. This ID represents the source process.,process.vid.src,process.vid.src,Text,None,,,,rsa.internal.process_vid_src,,0,internal,process_vid_src,keyword
1,Web,Querystring,This key is used to capture the Query portion of the URL.,query,query,Text,None,,,,url.query,,0,web,query,keyword
1,Endpoint,Registry Key,This key captures the path to the registry key,registry.key,registry.key,Text,None,,,,rsa.endpoint.registry_key,,0,endpoint,registry_key,keyword
1,Endpoint,Registry Value,This key captures values or decorators used within a registry entry,registry.value,registry.value,Text,None,,,,rsa.endpoint.registry_value,,0,endpoint,registry_value,keyword
1,Reserved,Remote Session ID,"This is a special ID of the Remote Session created by NetWitness Decoder. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",rid,rid,UInt64,Transient,,,,rsa.internal.rid,,0,internal,rid,long
1,Network,Payload bytes in retransmitted packets,This key is used to capture the total number of payload bytes seen in the retransmitted packets.,rpayload,rpayload,Text,Transient,,,,rsa.network.rpayload,,0,network,rpayload,keyword
1,Miscellaneous,Search Engine Queries,This key captures the Search Text used,search.text,search.text,Text,Transient,,,,rsa.misc.search_text,,0,misc,search_text,keyword
1,Identity,Service Account,"This key is a windows specific key, used for capturing name of the account a service (referenced in the event) is running under. Legacy Usage",service.account,service.account,Text,None,none|-,,,rsa.identity.service_account,,0,identity,service_account,keyword
1,Reserved,Split Sessions,"This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",session.split,session.split,Text,Transient,,,,rsa.internal.session_split,,0,internal,session_split,keyword
1,Miscellaneous,Signature Name,This key is used to capture the Signature Name only.,sig.name,sig.name,Text,None,,,,rsa.misc.sig_name,,0,misc,sig_name,keyword
1,,,Deprecated key defined only in table map.,site,site,Text,Transient,,,,rsa.internal.site,,0,internal,site,keyword
1,Reserved,Session Size,"This is the size of the session as seen by the NetWitness Decoder. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",size,size,UInt32,Transient,,,,rsa.internal.size,,0,internal,size,integer
1,Web,Second Level Domain,Second Level Domains extracted from a URL,sld,sld,Text,Transient,,,,url.registered_domain,,0,web,sld,keyword
1,Miscellaneous,SNMP Value,SNMP set request value,snmp.value,snmp.value,Text,Transient,,,,rsa.misc.snmp_value,,0,misc,snmp_value,keyword
1,Reserved,Source Filename,"This is the name of the log file or PCAPs that can be imported into NetWitness. This key should never be used to parse Meta data from a session (Logs/Packets) Directly, this is a Reserved key in NetWitness",sourcefile,sourcefile,Text,Transient,,,,rsa.internal.sourcefile,,0,internal,sourcefile,keyword
1,,,Deprecated key defined only in table map.,stamp,stamp,TimeT,Transient,,,,rsa.time.stamp,,0,time,stamp,keyword
1,Miscellaneous,Stream Info,This key captures number of streams in session,streams,streams,UInt8,Transient,,,,rsa.misc.streams,,0,misc,streams,integer
1,File,Task Name,This is used to capture name of the task,task_name,task.name,Text,None,,,,rsa.file.task_name,,0,file,task_name,keyword
1,Network,TCP Destination Port,"Deprecated, use port.dst.",tcp.dstport,tcp.dstport,UInt16,Transient,,,,destination.port,,0,network,tcp_dstport,long
1,Network,TCP Source Port,"Deprecated, use port.src.",tcp.srcport,tcp.srcport,UInt16,Transient,,,,source.port,,0,network,tcp_srcport,long
1,Web,Top Level Domains,Top Level Domains extracted from a URL,tld,tld,Text,Transient,,,,url.top_level_domain,,0,web,tld,keyword
1,Reserved,Unique Byte Count Request,"This key is only used by the Entropy Parser, Unique byte count is the number of unique bytes seen in each stream. 256 would mean all byte values of 0 thru 255 were seen at least once",ubc.req,ubc.req,UInt32,Transient,,,,rsa.internal.ubc_req,,0,internal,ubc_req,integer
1,Reserved,Unique Byte Count Response,"This key is only used by the Entropy Parser, Unique byte count is the number of unique bytes seen in each stream. 256 would mean all byte values of 0 thru 255 were seen at least once",ubc.res,ubc.res,UInt32,Transient,,,,rsa.internal.ubc_res,,0,internal,ubc_res,integer
1,Network,UDP Target Port,"Deprecated, use port.dst.",udp.dstport,udp.dstport,UInt16,Transient,,,,destination.port,,0,network,udp_dstport,long
1,Network,UDP Source Port,"Deprecated, use port.src.",udp.srcport,udp.srcport,UInt16,Transient,,,,source.port,,0,network,udp_srcport,long
1,Network,Vlan Name,This key should only be used to capture the name of the Virtual LAN,vlan.name,vlan.name,Text,Transient,,,,rsa.network.vlan_name,,0,network,vlan_name,keyword
1,Reserved,Text Token,This is used by the Word Parsing technology to capture the first 5 character of every word in an unparsed log,word,word,Text,Transient,,,,rsa.internal.word,,0,internal,word,keyword
1,Internal,Syslog facility,This is used internally to map the syslog PRI,_pri,_pri,UInt8,Transient,,,,log.syslog.priority,,0,internal,_pri,long
1,Internal,Syslog priority,This is used internally to map the syslog PRI,_facility,_facility,UInt8,Transient,,,,log.syslog.facility.code,,0,internal,_facility,long
1,Internal,Syslog severity,This is used internally to map the syslog PRI,_severity,_severity,UInt8,Transient,,,,log.syslog.severity.code,,0,internal,_severity,long
